"ano","id_municipio_nome","sigla_uf","natureza_juridica","populacao_atendida_agua","populacao_atentida_esgoto","populacao_urbana","volume_agua_produzido","volume_agua_faturado","consumo_eletrico_sistemas_agua","consumo_eletrico_sistemas_esgoto","volume_esgoto_tratado","volume_esgoto_faturado","receita_operacional_direta","receita_operacional_direta_agua","receita_operacional_direta_esgoto","arrecadacao_total","despesa_energia","investimento_agua_prestador","investimento_esgoto_prestador","investimento_total_prestador","investimento_agua_municipio","investimento_esgoto_municipio","investimento_total_municipio","investimento_agua_estado","investimento_esgoto_estado","investimento_total_estado"
2021,"Filadélfia","BA","Administracao publica direta",NA,7518,8792,NA,NA,NA,1,0,0,0.5,NA,0.5,1,1,NA,NA,NA,NA,205485.64,205485.64,NA,NA,NA
2020,"Buriticupu","MA","Administracao publica direta",NA,34567,40038,NA,NA,NA,800,0,0,772036,NA,772036,783886,378870.66,NA,NA,NA,NA,413481,1140343,NA,13481,354024
2020,"Santo Antônio dos Lopes","MA","Administracao publica direta",NA,14288,5826,NA,NA,NA,NA,1000,0,1e+06,NA,5e+05,1400000,20000,NA,NA,NA,NA,170000,1001000,NA,NA,NA
2012,"Santa Brígida","BA","Administracao publica direta",NA,5476,5476,NA,NA,NA,3,180,0,50000,NA,50000,75000,0,NA,NA,NA,NA,0,80000,NA,15923809,15923809
2015,"Davinópolis","MA","Administracao publica direta",NA,500,10549,NA,NA,NA,27,0,17,10000,NA,10000,22000,26000,NA,NA,NA,NA,12000,474000,NA,0,0
2018,"Itarantim","BA","Administracao publica direta",NA,17314,16216,NA,NA,NA,200,1,0,2e+06,NA,2e+06,2400000,150000,NA,NA,NA,NA,2e+05,215000,NA,0,3e+05
2014,"Xique-Xique","BA","Autarquia",NA,5880,34452,NA,NA,NA,1,0,312,2364739.18,NA,70942.18,2364739.18,211450.39,NA,0,120000,NA,0,140000,NA,0,0
2016,"Santa Teresinha","BA","Administracao publica direta",NA,2400,2569,NA,NA,NA,10,0,0,40000,NA,40000,30000,0,NA,NA,NA,NA,30000,172000,NA,0,0
2016,"Buritirana","MA","Administracao publica direta",NA,4500,4246,NA,NA,NA,50,80,60,80000,NA,5000,80000,7800,NA,NA,NA,NA,5e+05,1247000,NA,NA,NA
2017,"Itarantim","BA","Administracao publica direta",NA,20314,16767,NA,NA,NA,NA,1,0,4e+06,NA,4e+06,4700000,504000,NA,NA,NA,NA,1e+05,330000,NA,0,550000
2014,"Teresina","PI","Sociedade de economia mista com administracao publica",NA,160691,792415,NA,NA,NA,2283.14,6714.08,9581.08,160486437.56,NA,24008657.19,176592924.83,15787417.58,NA,0,51747.19,NA,1098143.78,3593994.07,NA,362483.82,923258.17
2022,"Itagi","BA","Administracao publica direta",NA,10500,NA,NA,NA,NA,NA,0,0,45800,NA,3800,50000,2000,NA,NA,NA,NA,40000,108000,NA,NA,NA
2022,"Lamarão","BA","Administracao publica direta",NA,800,NA,NA,NA,NA,1,0,0,40000,NA,40000,40000,1000,NA,NA,NA,NA,3e+05,6e+05,NA,0,NA
2020,"Conceição do Lago-Açu","MA","Administracao publica direta",NA,16400,7804,NA,NA,NA,NA,1000,0,1e+06,NA,5e+05,1400000,20000,NA,NA,NA,NA,170000,1001000,NA,NA,NA
2013,"Araci","BA","Administracao publica direta",NA,21503,21160,NA,NA,NA,NA,443.53,0,150000,NA,150000,162000,25913,NA,NA,NA,NA,156910,225756,NA,0,0
2018,"Buritirana","MA","Administracao publica direta",NA,4500,4317,NA,NA,NA,50,80,60,80000,NA,5000,80000,7800,NA,NA,NA,NA,5e+05,1247000,NA,NA,NA
2010,"Teresina","PI","Sociedade de economia mista com administracao publica",NA,123923,767557,NA,NA,NA,3459.5,5211,8861,124973761.91,NA,16864458.31,110900593.11,15737641.24,NA,117151053.09,146138004.62,NA,225700.54,6720660.66,NA,0,7228471.61
2013,"Aiquara","BA","Administracao publica direta",NA,4767,2776,NA,NA,NA,NA,0,0,255000,NA,255000,217000,3850,NA,NA,NA,NA,60000,86500,NA,NA,NA
2017,"Lajeado Novo","MA","Administracao publica direta",NA,900,3455,NA,NA,NA,15,130,90,90000,NA,15000,60000,35000,NA,NA,NA,NA,30000,120000,NA,0,0
2015,"Lajeado Novo","MA","Administracao publica direta",NA,900,3395,NA,NA,NA,NA,130,90,90000,NA,15000,60000,35000,NA,NA,NA,NA,30000,120000,NA,0,0
2020,"Itarantim","BA","Administracao publica direta",NA,18377,16378,NA,NA,NA,217,0,0,10000,NA,10000,11000,4800,NA,NA,NA,NA,8e+05,830000,NA,0,0
2015,"Santa Teresinha","BA","Administracao publica direta",NA,2200,2561,NA,NA,NA,10,0,0,40000,NA,40000,30000,0,NA,NA,NA,NA,30000,172000,NA,NA,NA
2016,"Ribamar Fiquene","MA","Administracao publica direta",NA,1500,3845,NA,NA,NA,0,0,0,82000,NA,30000,43000,1000,NA,NA,NA,NA,12000,29700,NA,0,0
2016,"Teresina","PI","Sociedade de economia mista com administracao publica",NA,199083,798854,NA,NA,NA,5055.08,6439.77,10335.29,191755286.33,NA,28847121.49,191029765.73,22760128.17,NA,81209.76,1713520.49,NA,0,456135.28,NA,0,0
2021,"Pindobaçu","BA","Autarquia",NA,3120,11196,NA,NA,NA,0,0,0,331001,NA,1,336006,34300,NA,0,32000,NA,0,35000,NA,0,0
2021,"Flores do Piauí","PI","Administracao publica direta",NA,500,2030,NA,NA,NA,1,0,0,310000,NA,310000,210000,5000,NA,NA,NA,NA,0,2420000,NA,0,0
2020,"Araci","BA","Administracao publica direta",NA,20000,20777,NA,NA,NA,NA,0,0,2e+05,NA,2e+05,85760,0,NA,NA,NA,NA,6e+05,1599000,NA,0,0
2020,"Ibicuí","BA","Administracao publica direta",NA,14184,12301,NA,NA,NA,217,0,0,178000,NA,178000,178000,3800,NA,NA,NA,NA,178000,178000,NA,0,0
2020,"Itagi","BA","Administracao publica direta",NA,12242,9577,NA,NA,NA,NA,0,0,35000,NA,2000,37000,1300,NA,NA,NA,NA,26000,74000,NA,0,0
2018,"Lajeado Novo","MA","Administracao publica direta",NA,900,3458,NA,NA,NA,15,130,90,90000,NA,15000,60000,35000,NA,NA,NA,NA,30000,120000,NA,0,0
2011,"Coronel João Sá","BA","Administracao publica direta",NA,6956,6956,NA,NA,NA,25,0,0,10000,NA,10000,13000,45800,NA,NA,NA,NA,5000,291600,NA,0,0
2019,"Ibicuí","BA","Administracao publica direta",NA,14145,12277,NA,NA,NA,NA,0,0,40000,NA,40000,40000,2500,NA,NA,NA,NA,40000,105000,NA,NA,NA
2021,"Itapicuru","BA","Administracao publica direta",NA,36173,7484,NA,NA,NA,NA,504,0,40322.45,NA,10080,68000,653496.2,NA,NA,NA,NA,303578.41,303578.41,NA,0,0
2015,"Ribamar Fiquene","MA","Administracao publica direta",NA,3000,3823,NA,NA,NA,NA,0,0,82000,NA,30000,0,1000,NA,NA,NA,NA,12000,54000,NA,0,0
2022,"Igarapé Grande","MA","Administracao publica direta",NA,3600,NA,NA,NA,NA,NA,0,0,66000,NA,66000,87000,2600,NA,NA,NA,NA,15000,62000,NA,NA,NA
2018,"Vila Nova dos Martírios","MA","Administracao publica direta",NA,2800,7246,NA,NA,NA,NA,50,50,1e+05,NA,30000,120000,20000,NA,NA,NA,NA,150000,730000,NA,NA,NA
2019,"Cipó","BA","Administracao publica direta",NA,4068,12394,NA,NA,NA,1,0,0,6002,NA,4002,2,0,NA,NA,NA,NA,15000,170000,NA,0,0
2021,"Antônio Almeida","PI","Administracao publica direta",NA,3109,2324,NA,NA,NA,10,0,0,1200,NA,1200,1200,40,NA,NA,NA,NA,5000,33000,NA,0,0
2018,"Murici dos Portelas","PI","Administracao publica direta",NA,3600,1817,NA,NA,NA,NA,186.15,232.69,30000,NA,30000,0,0,NA,NA,NA,NA,30000,210000,NA,0,0
2013,"Beneditinos","PI","Administracao publica direta",NA,10014,6326,NA,NA,NA,10,1000,0,10,NA,10,10,10000,NA,NA,NA,NA,2000,6500,NA,0,0
2016,"Lajeado Novo","MA","Administracao publica direta",NA,900,3427,NA,NA,NA,15,130,90,90000,NA,15000,60000,35000,NA,NA,NA,NA,30000,120000,NA,0,0
2018,"Trizidela do Vale","MA","Administracao publica direta",NA,15796,18671,NA,NA,NA,NA,1,0,300,NA,300,200,125098.95,NA,NA,NA,NA,3000,20000,NA,NA,NA
2016,"São Sebastião do Passé","BA","Administracao publica direta",NA,35867,35867,NA,NA,NA,NA,0,0,3e+05,NA,3e+05,350000,80000,NA,NA,NA,NA,2e+05,670000,NA,NA,NA
2013,"Teresina","PI","Sociedade de economia mista com administracao publica",NA,149513,788527,NA,NA,NA,3635.03,6310.33,9456.29,161950870.48,NA,22915173.1,162700061.57,13887026.67,NA,1692336.03,4944224.82,NA,1763060.13,4287865.3,NA,0,0
2020,"Fátima","BA","Administracao publica direta",NA,8000,6992,NA,NA,NA,NA,0,0,3,NA,2,3,5,NA,NA,NA,NA,228725.81,228725.81,NA,0,0
2021,"Itagi","BA","Administracao publica direta",NA,10200,9497,NA,NA,NA,NA,0,0,41000,NA,3000,44000,1800,NA,NA,NA,NA,30000,88000,NA,0,0
2018,"Itaguaçu da Bahia","BA","Administracao publica direta",NA,1000,2815,NA,NA,NA,0.01,0,0,1000,NA,1000,800,0.01,NA,NA,NA,NA,0,720000,NA,NA,NA
2020,"Pindobaçu","BA","Autarquia",NA,3120,11224,NA,NA,NA,0,0,0,328001,NA,1,333000,33000,NA,0,21000,NA,0,2150000,NA,0,0
2017,"Queimadas","BA","Administracao publica direta",NA,13276,13482,NA,NA,NA,0,0,0,22000,NA,22000,0,0,NA,NA,NA,NA,26000,126000,NA,0,0
2016,"Teofilândia","BA","Administracao publica direta",NA,4000,7264,NA,NA,NA,1,0,0,4120.77,NA,1510.54,5673.45,576.98,NA,NA,NA,NA,1578.25,60626.1,NA,NA,NA
2020,"Antônio Almeida","PI","Administracao publica direta",NA,3109,2320,NA,NA,NA,10,0,0,600,NA,600,800,20,NA,NA,NA,NA,5000,33000,NA,0,0
2012,"Aiquara","BA","Administracao publica direta",NA,4536,2642,NA,NA,NA,NA,0,0,250000,NA,250000,210000,3800,NA,NA,NA,NA,50000,66000,NA,NA,NA
2013,"Xique-Xique","BA","Autarquia",NA,5635,34373,NA,NA,NA,1,0,145,2204349.03,NA,68141.52,2029857.03,338445.95,NA,20000,140000,NA,20000,120000,NA,0,0
2012,"Teresina","PI","Sociedade de economia mista com administracao publica",NA,135540,782641,NA,NA,NA,3722.29,6120.03,9195.51,157290236.62,NA,21509853.41,141301772.48,18643398.28,NA,5587855.13,12071029.57,NA,1076239.15,4542402.26,NA,0,0
2017,"São João do Arraial","PI","Administracao publica direta",NA,1150,3959,NA,NA,NA,23,0,0,57000,NA,15000,75000,15000,NA,NA,NA,NA,1500,11300,NA,0,0
2014,"Buritirana","MA","Administracao publica direta",NA,220,4222,NA,NA,NA,2,0,15,9000,NA,1000,11100,36000,NA,NA,NA,NA,10000,828000,NA,0,0
2016,"Vila Nova dos Martírios","MA","Administracao publica direta",NA,2800,7270,NA,NA,NA,NA,50,50,1e+05,NA,30000,120000,20000,NA,NA,NA,NA,150000,730000,NA,NA,NA
2022,"Maiquinique","BA","Administracao publica direta",NA,6532,NA,NA,NA,NA,0,0,0,50000,NA,50000,0,0,NA,NA,NA,NA,0,276360,NA,NA,NA
2019,"Itagi","BA","Administracao publica direta",NA,12351,9662,NA,NA,NA,NA,0,0,31000,NA,1000,35000,1000,NA,NA,NA,NA,23000,64000,NA,0,0
2011,"Jeremoabo","BA","Administracao publica direta",NA,26548,17551,NA,NA,NA,10,0,0,10000,NA,10000,13000,15000,NA,NA,NA,NA,75000,268120,NA,0,0
2012,"Santa Rita de Cássia","BA","Autarquia",NA,3360,15136,NA,NA,NA,26.6,61,77,1103700.51,NA,95161.46,1222109.76,158426,NA,0,11570.89,NA,NA,3521188.68,NA,NA,NA
2015,"Santa Rita de Cássia","BA","Autarquia",NA,3360,16368,NA,NA,NA,38.78,86.45,95.11,1501892.43,NA,124934.88,1783620.01,241635.15,NA,0,113663.16,NA,0,4226183.2,NA,NA,NA
2015,"Teofilândia","BA","Administracao publica direta",NA,2400,7168,NA,NA,NA,1,0,0,4024.77,NA,1457.54,5673.45,576.98,NA,NA,NA,NA,1457.54,57829.79,NA,NA,NA
2017,"Ribamar Fiquene","MA","Administracao publica direta",NA,1500,3864,NA,NA,NA,0,0,0,82000,NA,30000,43000,1000,NA,NA,NA,NA,12000,29700,NA,0,0
2016,"Pio IX","PI","Administracao publica direta",NA,8000,5418,NA,NA,NA,0,0,0,43200,NA,43200,26000,0,NA,NA,NA,NA,55000,165200,NA,0,0
2017,"Vila Nova dos Martírios","MA","Administracao publica direta",NA,2800,7409,NA,NA,NA,NA,50,50,1e+05,NA,30000,120000,20000,NA,NA,NA,NA,150000,730000,NA,NA,NA
2019,"Antônio Almeida","PI","Administracao publica direta",NA,3109,2315,NA,NA,NA,10,0,0,600,NA,600,800,10,NA,NA,NA,NA,5000,33000,NA,0,0
2009,"Teresina","PI","Sociedade de economia mista com administracao publica",NA,118642,756465,NA,NA,NA,3145.2,5932,8339,109815802.33,NA,14524740.41,97448271.59,14678111.16,NA,424708.79,118693485.48,NA,624010.21,1454878.38,NA,17694.47,3958581.39
2015,"Nova Olinda do Maranhão","MA","Administracao publica direta",NA,12643,12643,NA,NA,NA,NA,260,90,90000,NA,10000,65000,40000,NA,NA,NA,NA,20000,70000,NA,0,0
2021,"Mundo Novo","BA","Administracao publica direta",NA,14996,15097,NA,NA,NA,3,0,499,3e+05,NA,3e+05,310000,1000,NA,NA,NA,NA,20000,230000,NA,0,0
2011,"Mairi","BA","Administracao publica direta",NA,19243,11067,NA,NA,NA,NA,0,0,150000,NA,1e+05,1e+05,3000,NA,NA,NA,NA,2e+05,1150000,NA,0,0
2016,"São João do Arraial","PI","Administracao publica direta",NA,1100,3937,NA,NA,NA,23,0,0,57000,NA,15000,75000,15000,NA,NA,NA,NA,1500,11300,NA,0,0
2022,"Itapicuru","BA","Administracao publica direta",NA,31679,NA,NA,NA,NA,1000,726,0,45250.5,NA,12550,72300,572308.24,NA,NA,NA,NA,310985.72,310985.72,NA,0,0
2016,"Queimadas","BA","Administracao publica direta",NA,13468,13468,NA,NA,NA,0,0,0,15000,NA,15000,0,0,NA,NA,NA,NA,20000,1e+05,NA,0,0
2011,"Jatobá","MA","Administracao publica direta",NA,4230,3857,NA,NA,NA,20,142,0,12000,NA,12000,19000,27000,NA,NA,NA,NA,12000,76000,NA,NA,NA
2009,"Oeiras","PI","Sociedade de economia mista com administracao publica",NA,6935,21460,NA,NA,NA,231.88,0,339,2367535.22,NA,489560.64,2373347.33,449848.2,NA,0,2494820.2,NA,0,201290,NA,0,0
2018,"Boa Vista do Tupim","BA","Administracao publica direta",NA,18622,6824,NA,NA,NA,NA,0,0,15000,NA,10000,12500,1,NA,NA,NA,NA,10000,40000,NA,0,0
2011,"Santa Rita de Cássia","BA","Autarquia",NA,3290,15006,NA,NA,NA,21,107.23,107.23,877287.23,NA,88368.12,1036782.05,146477.73,NA,6086,41360.5,NA,0,2007406.96,NA,NA,NA
2015,"São Miguel das Matas","BA","Administracao publica direta",NA,3875,3875,NA,NA,NA,NA,0,0,20000,NA,20000,30000,2000,NA,NA,NA,NA,50000,91000,NA,NA,NA
2018,"Antônio Almeida","PI","Administracao publica direta",NA,3109,2311,NA,NA,NA,10,0,0,600,NA,600,800,10,NA,NA,NA,NA,5000,33000,NA,0,0
2019,"São João do Arraial","PI","Administracao publica direta",NA,1350,4030,NA,NA,NA,42,0,0,61700,NA,17850,77000,16725,NA,NA,NA,NA,1500,11300,NA,NA,NA
2016,"Antônio Almeida","PI","Administracao publica direta",NA,3109,2275,NA,NA,NA,10,0,0,600,NA,600,1200,10,NA,NA,NA,NA,5000,33000,NA,0,0
2009,"Picos","PI","Sociedade de economia mista com administracao publica",NA,14454,56642,NA,NA,NA,410.14,0,801,7592647.04,NA,1063997.23,7381174.48,1942058.62,NA,0,8149522.26,NA,0,429190,NA,0,0
2013,"Pedro Alexandre","BA","Administracao publica direta",NA,2959,2959,NA,NA,NA,NA,200,0,310000,NA,310000,2e+05,2000,NA,NA,NA,NA,3e+05,1e+06,NA,10000,130000
2018,"São João do Arraial","PI","Administracao publica direta",NA,1200,4004,NA,NA,NA,23,0,0,61750,NA,16500,75000,16725,NA,NA,NA,NA,1500,11300,NA,0,0
2016,"Gavião","BA","Administracao publica direta",NA,4740,2638,NA,NA,NA,7,0,0,34000,NA,30000,35000,700,NA,NA,NA,NA,0,30000,NA,0,0
2021,"Ibirapitanga","BA","Administracao publica direta",NA,23433,6391,NA,NA,NA,3,0,0,14500,NA,14500,15000,3000,NA,NA,NA,NA,320000,490000,NA,NA,NA
2017,"Santa Teresinha","BA","Administracao publica direta",NA,2400,2584,NA,NA,NA,1,0,0,30000,NA,30000,22500,100,NA,NA,NA,NA,2000,218497.04,NA,0,0
2011,"Teresina","PI","Sociedade de economia mista com administracao publica",NA,131768,775225,NA,NA,NA,4181.78,6438.62,9284.19,138250154.59,NA,18977467.54,132791559.21,15988765.44,NA,12626173.43,23637864.76,NA,757184.02,3280197.22,NA,NA,NA
2014,"Santa Rita de Cássia","BA","Autarquia",NA,3360,16265,NA,NA,NA,35.6,66.11,81.45,1434907.43,NA,118618.32,1668285.02,84816.51,NA,0,196365.83,NA,NA,3521819.34,NA,NA,NA
2013,"Santa Rita de Cássia","BA","Autarquia",NA,3360,16099,NA,NA,NA,30.4,61.67,79.39,1357532.62,NA,113509.28,1465811.66,77284.75,NA,0,34845.7,NA,NA,3219179.71,NA,NA,NA
2022,"Ibirapitanga","BA","Administracao publica direta",NA,16378,NA,NA,NA,NA,4,0,0,16500,NA,16500,18000,3500,NA,NA,NA,NA,338000,477000,NA,NA,NA
2018,"São Miguel do Tapuio","PI","Administracao publica direta",NA,1910,6510,NA,NA,NA,0,0,0,339557,NA,339557,339557,101010.89,NA,NA,NA,NA,0,92455,NA,0,0
2012,"Xique-Xique","BA","Autarquia",NA,1480,32630,NA,NA,NA,1,0,145,1550000,NA,60000,1350000,280000,NA,40000,180000,NA,40000,180000,NA,0,0
2022,"Matinha","MA","Administracao publica direta",NA,9534,NA,NA,NA,NA,NA,0,0,11000,NA,11000,17000,23000,NA,NA,NA,NA,0,1200884.23,NA,NA,NA
2022,"Antônio Almeida","PI","Administracao publica direta",NA,2387,NA,NA,NA,NA,12,0,0,1475,NA,1475,1475,40,NA,NA,NA,NA,5500,32750,NA,0,0
2009,"Codó","MA","Autarquia",NA,12064,78527,NA,NA,NA,483,0,504,3719995,NA,200394,3749766,934915,NA,3924,72831,NA,3924,72831,NA,0,0
2014,"Ribamar Fiquene","MA","Administracao publica direta",NA,3000,3800,NA,NA,NA,NA,0,0,70000,NA,25000,0,10000,NA,NA,NA,NA,10000,47000,NA,0,0
2014,"Dom Inocêncio","PI","Administracao publica direta",NA,2047,2047,NA,NA,NA,2,1,3,220000.2,NA,0.1,0,40000,NA,NA,NA,NA,0,1e+05,NA,0,0
2020,"Matinha","MA","Administracao publica direta",NA,9531,9531,NA,NA,NA,NA,0,0,11000,NA,11000,15000,50000,NA,NA,NA,NA,0,193466631,NA,NA,NA
2015,"Gavião","BA","Administracao publica direta",NA,2622,2622,NA,NA,NA,NA,0,0,85000,NA,80000,43000,800,NA,NA,NA,NA,0,80000,NA,0,0
2022,"Mairi","BA","Administracao publica direta",NA,9272,NA,NA,NA,NA,NA,0,0,3e+05,NA,2e+05,4e+05,20000,NA,NA,NA,NA,5e+05,750000,NA,NA,NA
2019,"Trizidela do Vale","MA","Administracao publica direta",NA,19700,18768,NA,NA,NA,NA,1,0,300,NA,300,200,125098.95,NA,NA,NA,NA,3000,20000,NA,0,0
2017,"Buritirana","MA","Administracao publica direta",NA,4500,4257,NA,NA,NA,50,80,60,80000,NA,5000,80000,7800,NA,NA,NA,NA,5e+05,1247000,NA,NA,NA
2017,"Antônio Almeida","PI","Administracao publica direta",NA,3109,2279,NA,NA,NA,10,0,0,600,NA,600,800,10,NA,NA,NA,NA,5000,33000,NA,0,0
2016,"Biritinga","BA","Administracao publica direta",NA,2365,3942,NA,NA,NA,0,0,0,2e+05,NA,2e+05,0,432000,NA,NA,NA,NA,10000,832000,NA,0,0
2016,"Casa Nova","BA","Autarquia",NA,27000,42086,NA,NA,NA,86.45,1280,1350,3989001.35,NA,812354.69,4054115,95874.62,NA,10000,160000,NA,90000,420000,NA,60000,217000
2021,"Matinha","MA","Administracao publica direta",NA,9534,9575,NA,NA,NA,NA,0,0,11000,NA,11000,15000,20000,NA,NA,NA,NA,0,167924354,NA,NA,NA
2015,"Teresina","PI","Sociedade de economia mista com administracao publica",NA,168521,795851,NA,NA,NA,3822.11,6542.61,10300.72,170745261.86,NA,25197349.24,184213006.58,19819097.42,NA,660622.2,2449542.19,NA,1983741.16,3013173.98,NA,0,0
2020,"Ibirapitanga","BA","Administracao publica direta",NA,10302,6383,NA,NA,NA,1,0,0,10000,NA,10000,11000,1000,NA,NA,NA,NA,2e+05,330000,NA,0,NA
2017,"Ibicuí","BA","Administracao publica direta",NA,14200,12730,NA,NA,NA,80,53,0,1193089,NA,1193088,1312396,50000,NA,NA,NA,NA,50000,137000,NA,3e+05,550000
2017,"São Miguel do Tapuio","PI","Administracao publica direta",NA,1910,6403,NA,NA,NA,0,0,0,58811.82,NA,58811.82,58811.82,580.6,NA,NA,NA,NA,0,10470.4,NA,0,0
2017,"Cícero Dantas","BA","Administracao publica direta",NA,25000,19030,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,80000,80000,NA,0,250000
2021,"Novo Triunfo","BA","Administracao publica direta",NA,12000,7699,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,173312.41,173312.41,NA,0,0
2016,"Bom Jesus","PI","Administracao publica direta",NA,5000,19105,NA,NA,NA,0,111.73,0,0,NA,0,0,59589.41,NA,NA,NA,NA,4203382.77,4203382.77,NA,NA,NA
2014,"João Costa","PI","Administracao publica direta",NA,1040,703,NA,NA,NA,NA,0,0,0,NA,0,0,36000,NA,NA,NA,NA,0,78000,NA,0,0
2022,"Araci","BA","Administracao publica direta",NA,20416,NA,NA,NA,NA,NA,0,0,0,NA,0,0,50000,NA,NA,NA,NA,27034,1011251,NA,NA,NA
2020,"Presidente Jânio Quadros","BA","Administracao publica direta",NA,2050,3745,NA,NA,NA,3.7,0,0,0,NA,0,0,2152.2,NA,NA,NA,NA,0,78452.22,NA,0,0
2013,"Andorinha","BA","Administracao publica direta",NA,7408,6433,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,13200,13200,NA,0,0
2012,"Ibirapuã","BA","Administracao publica direta",NA,4146,4606,NA,NA,NA,0,0,0,0,NA,0,0,3000,NA,NA,NA,NA,20000,45000,NA,0,0
2012,"São João do Arraial","PI","Administracao publica direta",NA,3823,3823,NA,NA,NA,80,0,0,36000,NA,0,36000,54000,NA,NA,NA,NA,0,55000,NA,0,0
2021,"Ibicoara","BA","Administracao publica direta",NA,5500,12679,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,18000,74000,NA,0,0
2020,"Novo Triunfo","BA","Administracao publica direta",NA,6152,7698,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,331000,331000,NA,0,0
2020,"Piatã","BA","Administracao publica direta",NA,1653,7190,NA,NA,NA,0,0,0,0,NA,0,0,1171902.93,NA,NA,NA,NA,17000,180507.4,NA,0,0
2013,"João Costa","PI","Administracao publica direta",NA,200,704,NA,NA,NA,NA,0,0,0,NA,0,0,34500,NA,NA,NA,NA,0,90000,NA,0,0
2022,"Novo Triunfo","BA","Administracao publica direta",NA,7885,NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,407395.36,407395.36,NA,0,0
2020,"Ibicoara","BA","Administracao publica direta",NA,4559,12549,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,15000,65000,NA,0,0
2018,"Itiruçu","BA","Administracao publica direta",NA,10047,9474,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,0,50550,NA,NA,NA
2019,"São Gonçalo do Gurguéia","PI","Administracao publica direta",NA,500,1312,NA,NA,NA,NA,0,0,200,NA,0,200,105500,NA,NA,NA,NA,0,221502,NA,0,0
2011,"Fronteiras","PI","Administracao publica direta",NA,3500,7344,NA,NA,NA,25,0,0,0,NA,0,0,12000,NA,NA,NA,NA,50000,50000,NA,0,0
2022,"Aiquara","BA","Administracao publica direta",NA,2572,NA,NA,NA,NA,NA,0,0,0,NA,0,0,11952,NA,NA,NA,NA,45230,68716,NA,NA,NA
2018,"Capela do Alto Alegre","BA","Administracao publica direta",NA,5660,5660,NA,NA,NA,NA,0,0,0,NA,0,0,25000,NA,NA,NA,NA,4000,12000,NA,NA,NA
2019,"Nilo Peçanha","BA","Administracao publica direta",NA,6500,3469,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,8000,20850,NA,0,0
2021,"Banzaê","BA","Administracao publica direta",NA,800,4534,NA,NA,NA,0,0,0,0,NA,0,0,582148.58,NA,NA,NA,NA,0,99289.21,NA,0,0
2020,"Rodelas","BA","Administracao publica direta",NA,7130,7942,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,20000,260000,NA,0,0
2016,"Cipó","BA","Administracao publica direta",NA,17673,12661,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,15000,1e+05,NA,0,0
2014,"Jeremoabo","BA","Administracao publica direta",NA,40851,18904,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,39250,39250,NA,0,0
2022,"Ituaçu","BA","Administracao publica direta",NA,6270,NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,0,699535.02,NA,0,0
2020,"Pedrão","BA","Administracao publica direta",NA,561,1845,NA,NA,NA,0,0,0,0,NA,0,0,500,NA,NA,NA,NA,0,124902,NA,0,0
2017,"Bom Jesus","PI","Administracao publica direta",NA,6000,19244,NA,NA,NA,NA,134.08,0,0,NA,0,0,57957.87,NA,NA,NA,NA,5494176.03,5494176.03,NA,NA,NA
2012,"Mucugê","BA","Administracao publica direta",NA,4183,4021,NA,NA,NA,0,381.59,0,0,NA,0,0,63217.2,NA,NA,NA,NA,0,84291,NA,0,350000
2015,"Pojuca","BA","Administracao publica direta",NA,28456,32220,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,3e+05,3e+05,NA,0,0
2013,"Rodelas","BA","Administracao publica direta",NA,7912,7261,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,20000,258560,NA,0,0
2018,"Macajuba","BA","Administracao publica direta",NA,6954,6954,NA,NA,NA,NA,0,0,0,NA,0,0,360,NA,NA,NA,NA,0,50000,NA,0,0
2020,"João Costa","PI","Administracao publica direta",NA,1800,712,NA,NA,NA,0,0,0,0,NA,0,0,39498.17,NA,NA,NA,NA,0,32001.47,NA,0,0
2020,"Madeiro","PI","Administracao publica direta",NA,3590,3590,NA,NA,NA,0,0,0,110000,NA,0,110000,80000,NA,NA,NA,NA,0,2420000,NA,0,0
2011,"Olindina","BA","Administracao publica direta",NA,8400,12814,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,30000,35000,NA,NA,NA
2015,"Itiruçu","BA","Administracao publica direta",NA,9987,9987,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,0,48875,NA,NA,NA
